Rating Agency,Corporation,Rating,Rating Date,CIK,Binary Rating,SIC Code,Sector,Ticker,Current Ratio,Long-term Debt / Capital,Debt/Equity Ratio,Gross Margin,Operating Margin,EBIT Margin,EBITDA Margin,Pre-Tax Profit Margin,Net Profit Margin,Asset Turnover,ROE - Return On Equity,Return On Tangible Equity,ROA - Return On Assets,ROI - Return On Investment,Operating Cash Flow Per Share,Free Cash Flow Per Share,GPT_description
Moody's Investors Service,"M/I Homes, Inc.",CCC,2012-09-24,799292,0,1531.0,Other,MHO,7.3736,0.5211,1.0881,17.53,-3.3362,-3.3362,-1.999,-5.9853,-5.9809,0.8524,-19.1368,-12.3933,-5.0982,-5.9353,0.1975,0.2094,"Based on the provided financial indicators, M/I Homes, Inc. has a poor credit rating. The company's current ratio of 7.3736 indicates that it has a strong ability to meet its short-term obligations. However, the long-term debt to capital ratio of 0.5211 suggests that the company relies heavily on debt financing to fund its operations.

The debt to equity ratio of 1.0881 further highlights the company's high level of debt relative to its equity. This indicates that M/I Homes has a higher risk of defaulting on its debt payments. Additionally, the negative operating margin, EBIT margin, EBITDA margin, pre-tax profit margin, and net profit margin all indicate that the company is not generating enough revenue to cover its operating expenses and generate profits.

The low asset turnover ratio of 0.8524 suggests that M/I Homes is not efficiently utilizing its assets to generate revenue. Furthermore, the negative return on equity, return on tangible equity, return on assets, and return on investment indicate that the company is not generating adequate returns on its investments and assets.

Despite the poor credit rating, M/I Homes does have positive operating cash flow per share and free cash flow per share, indicating that it is generating some cash from its operations. However, the overall financial indicators point to a company that is struggling to generate profits and manage its debt effectively.

In summary, M/I Homes, Inc. is facing challenges in generating profits, managing its debt, and efficiently utilizing its assets. These factors contribute to the company's poor credit rating."
Moody's Investors Service,"Verisk Analytics, Inc.",BBB-,2015-05-11,1442145,1,6411.0,Money,VRSK,0.4985,0.8391,6.8087,63.9438,44.1828,44.1828,54.3917,39.3054,27.9505,0.6102,167.7383,-25.2392,15.0938,26.9834,-0.0489,-0.0696,"Based on the financial indicators provided, Verisk Analytics, Inc. appears to have a good credit status. The company's current ratio of 0.4985 indicates that it may have some difficulty meeting its short-term obligations, as the ratio is below 1. However, its long-term debt to capital ratio of 0.8391 suggests that it has a relatively low level of debt compared to its overall capital.

The debt/equity ratio of 6.8087 indicates that Verisk Analytics relies heavily on debt financing, which may increase its financial risk. However, the company's gross margin of 63.9438 and operating margin, EBIT margin, and EBITDA margin all above 40% demonstrate its ability to generate strong profits from its operations.

The pre-tax profit margin of 39.3054 and net profit margin of 27.9505 indicate that Verisk Analytics is able to convert a significant portion of its revenue into profits. Additionally, the return on equity (ROE) of 167.7383 suggests that the company is efficiently using its shareholders' investments to generate profits.

However, the return on tangible equity (ROTE) of -25.2392 indicates that Verisk Analytics may have some inefficiencies in its use of tangible assets. The return on assets (ROA) of 15.0938 and return on investment (ROI) of 26.9834 demonstrate that the company is able to generate positive returns on its assets and investments.

Furthermore, the negative operating cash flow per share and free cash flow per share indicate that Verisk Analytics may be experiencing some cash flow challenges.

In summary, Verisk Analytics, Inc. has a good credit status overall, with strong profitability and returns on equity, assets, and investments. However, the company may need to address its short-term liquidity and cash flow challenges."
Egan-Jones Ratings Company,AMGEN INC.,BBB+,2015-08-07,318154,1,2836.0,Hlth,AMGN,4.9533,0.5396,1.1915,77.9594,30.8578,30.8578,41.285,27.8373,25.709,0.2907,20.0093,-302.8773,7.4744,9.2119,3.4025,3.3536,"Based on the provided financial indicators of Amgen Inc., the overall credit status of the enterprise can be considered as strong. The current ratio of 4.9533 indicates that the company has a significant amount of current assets to cover its short-term liabilities, suggesting good liquidity. Additionally, the low Long-term Debt / Capital ratio of 0.5396 implies that Amgen Inc. relies less on debt financing and has a stable capital structure.

The Debt/Equity ratio of 1.1915 indicates that the company has a moderate level of debt compared to its equity, which is generally acceptable. Moreover, Amgen Inc. demonstrates healthy profitability with a Gross Margin of 77.9594, Operating Margin of 30.8578, and Net Profit Margin of 25.709. These margins highlight the company's ability to generate profits from its operations and manage expenses effectively.

Furthermore, the Return On Equity (ROE) of 20.0093 and Return On Assets (ROA) of 7.4744 indicate that Amgen Inc. is utilizing its shareholders' equity and assets efficiently to generate returns. The positive ROI of 9.2119 reflects the company's ability to generate profitable returns on its investments.

However, it's worth mentioning that the Return On Tangible Equity (ROTE) of -302.8773 appears to be an anomaly and requires further investigation. This negative value suggests that the company's returns on its tangible assets are not favorable.

Overall, Amgen Inc. demonstrates strong creditworthiness based on its financial indicators. The company exhibits good liquidity, profitability, and efficient utilization of resources. However, further analysis is needed to understand the reasons behind the negative Return On Tangible Equity and its potential impact on the enterprise's credit status."
Moody's Investors Service,"XPO Logistics, Inc.",B+,2015-06-01,1166003,0,4731.0,Other,XPO,3.2115,0.2596,0.3517,16.1928,-1.7355,-1.7355,2.4357,-3.8063,-4.5574,0.8571,-3.9432,-16.5496,-2.3132,-2.8451,2.5105,2.1872,"Based on the financial indicators provided, XPO Logistics, Inc. appears to have a poor credit status. The company's current ratio of 3.2115 suggests that it has a strong ability to cover its short-term liabilities with its current assets. However, its long-term debt to capital ratio of 0.2596 indicates a relatively high level of long-term debt compared to its overall capital structure.

Furthermore, the debt/equity ratio of 0.3517 implies that the company is relying heavily on debt financing, which may increase its financial risk. The gross margin of 16.1928 indicates that the company is generating a relatively low profit on its sales, which could be a cause for concern.

Moreover, XPO Logistics, Inc. is experiencing negative profitability, as evidenced by the negative operating margin, EBIT margin, pre-tax profit margin, and net profit margin. These indicators suggest that the company is not effectively managing its operating expenses and generating profits. 

Additionally, the return on equity (ROE), return on tangible equity (ROTE), return on assets (ROA), and return on investment (ROI) are all negative, indicating that the company is not efficiently utilizing its assets and investments to generate returns for its shareholders.

In terms of cash flow, XPO Logistics, Inc. has a positive operating cash flow per share, which implies that it is generating cash from its core operations. However, the free cash flow per share is lower than the operating cash flow per share, indicating that the company may be facing cash constraints due to capital expenditures or debt servicing.

Overall, based on the financial indicators, XPO Logistics, Inc. is facing several challenges and has a poor credit status. The company needs to address its profitability issues, reduce its reliance on debt financing, and improve its overall financial performance to enhance its creditworthiness."
Moody's Investors Service,Rite Aid Corporation,CCC+,2014-02-27,84129,0,5912.0,Shops,RAD,3.6053,0.1661,0.2,55.2577,7.9456,7.9456,7.9456,5.2696,3.6475,0.6293,3.5583,5.547,2.2961,2.9672,-3.4526,-2.3332,"Based on the financial indicators provided, Rite Aid Corporation's overall credit status can be considered poor. The company's binary rating of 0 indicates a negative credit outlook. 

The current ratio of 3.6053 suggests that Rite Aid has sufficient current assets to cover its short-term liabilities. However, this ratio alone does not provide a comprehensive view of the company's financial health. 

The long-term debt to capital ratio of 0.1661 indicates that Rite Aid has a relatively low level of debt compared to its capital. This suggests that the company has a lower risk of financial distress due to its ability to repay its long-term debt obligations. 

The debt/equity ratio of 0.2 shows that Rite Aid has a moderate level of debt compared to its equity. This indicates that the company relies more on equity financing than debt financing. 

The gross margin of 55.2577 indicates that Rite Aid has a reasonable level of profitability after accounting for the cost of goods sold. However, the operating margin, EBIT margin, EBITDA margin, pre-tax profit margin, and net profit margin are all relatively low. This suggests that the company is facing challenges in generating profits from its operations. 

The asset turnover of 0.6293 indicates that Rite Aid is not efficiently utilizing its assets to generate revenue. 

Overall, Rite Aid's poor credit status is reflected in its low profitability margins, inefficient asset utilization, and relatively low level of debt. The company needs to improve its profitability and efficiency in order to enhance its creditworthiness."
Moody's Investors Service,Entergy Corporation,BBB-,2012-06-15,65984,1,4911.0,Utils,ETR,0.7318,0.5268,1.3679,63.8645,17.9288,17.9288,33.4728,14.7264,11.9907,0.2759,15.2587,15.7566,3.3595,7.145,-3.363,-7.9106,"Based on the financial indicators provided, Entergy Corporation is deemed to have a ""Good Credit"" rating. The company's current ratio of 0.7318 suggests that it may face some liquidity challenges as it may not have sufficient current assets to cover its short-term liabilities. 

Entergy's long-term debt to capital ratio of 0.5268 indicates that it relies moderately on borrowing to finance its operations and investments. The debt/equity ratio of 1.3679 further suggests that the company has a higher proportion of debt compared to equity. While this indicates a higher level of financial risk, it also signifies that the company has been able to secure financing for its growth initiatives.

The gross margin of 63.8645 indicates that Entergy has a strong ability to generate profits from its sales. The operating margin, EBIT margin, and EBITDA margin all at 17.9288 and the pre-tax profit margin of 14.7264 suggest that the company has been able to effectively manage its operating costs and generate consistent profits.

The asset turnover ratio of 0.2759 indicates that Entergy may have some room for improvement in efficiently utilizing its assets to generate sales. Despite this, the return on equity (ROE) of 15.2587 and return on tangible equity (ROTE) of 15.7566 demonstrate that the company is able to generate decent returns for its shareholders.

Lastly, the net profit margin of 11.9907 signifies that Entergy is able to efficiently convert its revenue into net profit. However, the lower return on assets (ROA) of 3.3595 and return on investment (ROI) of 7.145 suggest that the company may need to further optimize its asset utilization and investment strategies.

Overall, Entergy Corporation has a good credit status, but there is room for improvement in certain areas such as liquidity, asset turnover, and return on assets."
Moody's Investors Service,YPF Sociedad Anonima,B-,2016-09-16,904851,0,2911.0,Enrgy,YPF,0.9647,0.3928,0.8779,23.4405,10.6241,10.6241,27.9218,18.6139,2.9327,0.4296,3.6742,3.9105,1.2178,2.2309,-3.0941,-5.5756,"Based on the given financial indicators, YPF Sociedad Anonima has a poor credit status. The company's current ratio of 0.9647 suggests that it may have difficulty meeting its short-term obligations. Furthermore, the high debt-to-equity ratio of 0.8779 indicates that the company relies heavily on debt to finance its operations, which can be a risk factor.

The gross margin of 23.4405% reflects the company's ability to generate profit from its sales, but it is relatively low compared to industry standards. Similarly, the operating margin, EBIT margin, and EBITDA margin of 10.6241% and 27.9218% respectively indicate that the company's profitability is not strong. The pre-tax profit margin of 18.6139% suggests that the company has some profitability potential, but it is not fully realized.

The low net profit margin of 2.9327% indicates that the company's bottom line is significantly impacted by expenses and costs. This could be due to a variety of factors, such as high operating expenses or inefficient cost management. The asset turnover ratio of 0.4296 reflects the company's ability to generate sales from its assets, but it is relatively low, indicating inefficiency in asset utilization.

The return on equity (ROE) and return on tangible equity (ROTE) of 3.6742% and 3.9105% respectively indicate that the company is not generating substantial returns for its shareholders. The return on assets (ROA) of 1.2178% suggests that the company's assets are not being efficiently utilized to generate profits. The return on investment (ROI) of 2.2309% indicates that the company's investments are not yielding significant returns.

Overall, YPF Sociedad Anonima's poor credit status is attributed to its low profitability, high debt levels, and inefficient asset utilization. The company needs to improve its financial performance and debt management to enhance its creditworthiness in the market."
Moody's Investors Service,"PepsiCo, Inc.",AA-,2012-10-23,77476,1,2080.0,NoDur,PEP,0.9607,0.496,1.2811,52.4946,14.4848,14.4848,18.6004,13.2834,9.6776,0.9125,30.7495,-52.3408,8.8664,15.5835,0.3663,0.2934,"Based on the financial indicators provided, PepsiCo, Inc. demonstrates a good credit status. The company's current ratio of 0.9607 indicates that it has sufficient short-term assets to cover its current liabilities. Although the ratio is slightly below the ideal value of 1, it still reflects a relatively healthy liquidity position.

PepsiCo's long-term debt to capital ratio of 0.496 reveals that the company relies moderately on debt financing. While this ratio is higher than the industry average, it is still within acceptable limits, suggesting a manageable level of long-term debt.

The debt/equity ratio of 1.2811 indicates that PepsiCo has a higher level of debt in relation to its equity. This implies that the company has a higher financial risk, as a significant portion of its funding is derived from debt. However, it is important to note that this ratio can vary across industries, and PepsiCo's ratio is not excessively high.

The company's gross margin of 52.4946 reflects its ability to generate profits from its products and services. This indicates that PepsiCo has a favorable pricing strategy and strong control over its costs.

PepsiCo's return on equity (ROE) of 30.7495 is impressive, indicating that the company efficiently utilizes its shareholders' investments to generate profits. Additionally, the positive return on assets (ROA) of 8.8664 suggests that PepsiCo effectively utilizes its assets to generate earnings.

Overall, PepsiCo, Inc. demonstrates a favorable credit status. Despite a slightly lower current ratio and a higher debt/equity ratio, the company's strong profitability, efficient use of assets, and solid liquidity position contribute to its good credit rating."
Standard & Poor's Ratings Services,Flex Ltd.,BBB-,2016-12-01,866374,1,3672.0,BusEq,FLEX,1.2652,0.5098,1.0649,6.5853,2.4047,2.4047,4.5152,1.862,1.8186,1.9717,17.0438,35.2526,3.5856,8.3554,0.6696,0.1951,"Based on the provided financial indicators, Flex Ltd. has a ""Good credit"" rating. The company's current ratio of 1.2652 suggests that it has sufficient short-term assets to cover its short-term liabilities. Additionally, its debt-to-equity ratio of 1.0649 indicates a moderate level of financial leverage.

Flex Ltd. has a gross margin of 6.5853, reflecting its ability to generate profit after accounting for the cost of goods sold. The operating margin, EBIT margin, and EBITDA margin of 2.4047 and 4.5152 respectively, highlight the company's efficiency in managing its operating expenses and generating earnings before interest, taxes, depreciation, and amortization.

The pre-tax profit margin and net profit margin of 1.862 and 1.8186 respectively, indicate that the company is able to generate a reasonable level of profit relative to its revenue. This is further supported by the return on equity (ROE) of 17.0438 and return on tangible equity (ROTE) of 35.2526, which demonstrate the company's ability to generate returns for its shareholders.

Flex Ltd. has an asset turnover of 1.9717, indicating that it effectively utilizes its assets to generate revenue. The return on assets (ROA) of 3.5856 and return on investment (ROI) of 8.3554 reflect the company's ability to generate profits from its investments and assets.

Furthermore, the company's operating cash flow per share of 0.6696 and free cash flow per share of 0.1951 indicate a healthy cash flow position, which is essential for sustaining operations and future growth.

In conclusion, Flex Ltd. has showcased a strong overall credit status. Its financial indicators demonstrate a reasonable level of profitability, efficient utilization of assets, and healthy cash flow position. These factors contribute to the company's ""Good credit"" rating."
Moody's Investors Service,Chesapeake Energy Corporation,BB+,2014-05-20,895126,0,1311.0,Enrgy,CHK,0.6629,0.4153,0.7104,81.8187,10.8438,10.8438,26.0587,7.5577,2.4843,0.4567,5.9292,4.9283,2.1397,2.8815,2.6538,2.3185,"Based on the provided financial indicators, Chesapeake Energy Corporation's overall credit status can be summarized as poor. 

The company's current ratio is below 1, indicating that it may have difficulty meeting its short-term obligations. This suggests a potential liquidity issue. Additionally, the long-term debt to capital ratio and the debt/equity ratio are relatively high, suggesting that the company relies heavily on debt financing. This could increase its financial risk and make it more vulnerable to economic downturns or changes in interest rates.

Furthermore, the company's profit margins are relatively low. The gross margin, operating margin, EBIT margin, and EBITDA margin all indicate that Chesapeake Energy Corporation has limited profitability. The pre-tax and net profit margins are also low, indicating that the company is not generating significant profits from its operations.

The return on equity, return on tangible equity, return on assets, and return on investment are all relatively low as well. This suggests that Chesapeake Energy Corporation is not efficiently utilizing its resources to generate returns for its shareholders.

Moreover, the asset turnover ratio is below 1, indicating that the company's assets are not generating sufficient sales. This could be a result of inefficiencies in its operations or challenges in the industry.

In conclusion, Chesapeake Energy Corporation's poor credit status is reflected in its weak liquidity position, high debt levels, low profitability, and inefficient utilization of resources. These factors indicate potential financial challenges and may impact the company's ability to meet its financial obligations in the long term."
Egan-Jones Ratings Company,TEREX CORPORATION,BB,2015-10-23,97216,0,3530.0,Manuf,TEX,2.0426,0.4452,0.8772,19.174,7.2939,7.2939,10.3118,5.0802,5.8169,0.9251,12.3584,43.247,4.251,6.8564,1.9852,1.9644,"Based on the financial indicators provided, Terex Corporation's overall credit status appears to be poor. Several key ratios and margins suggest potential financial challenges for the company. 

The current ratio of 2.0426 indicates that Terex may have enough current assets to cover its short-term liabilities. However, this ratio alone does not provide a complete picture of the company's financial health. 

The long-term debt to capital ratio of 0.4452 suggests that Terex relies heavily on debt financing, potentially increasing its financial risk. The debt/equity ratio of 0.8772 further reinforces this concern, indicating that the company has a significant amount of debt relative to its equity.

The gross margin, operating margin, EBIT margin, EBITDA margin, and pre-tax profit margin all fall within a similar range, ranging from 5.08% to 10.31%. These margins indicate that Terex's profitability is relatively low, which could hinder the company's ability to generate sufficient earnings.

The return on equity (ROE) of 12.3584% suggests that Terex is generating a modest return on its shareholders' investment. However, the return on tangible equity (ROTE) of 43.247% paints a more positive picture, indicating that the company's tangible assets are generating higher returns.

The return on assets (ROA) of 4.251% indicates that Terex's asset utilization is relatively low, which could be a cause for concern. Similarly, the return on investment (ROI) of 6.8564% suggests that the company is not generating significant returns on its investments.

Lastly, the operating cash flow per share and free cash flow per share both indicate positive cash flow generation. However, without further context, it is difficult to determine if this positive cash flow is sufficient to meet the company's financial obligations and support future growth.

In summary, Terex Corporation's overall credit status appears to be poor based on the provided financial indicators. The company's reliance on debt, low profitability margins, and relatively low returns on assets and investments indicate potential financial challenges. Further analysis and evaluation of additional factors would be necessary to fully assess the company's creditworthiness."
Standard & Poor's Ratings Services,Amcor Ltd.,BBB,2014-03-13,1748790,1,2670.0,Manuf,AMCR,2.4996,0.4576,0.8525,19.555,7.8229,7.8229,12.0739,6.4714,4.7491,1.0891,11.4257,43.552,4.6835,6.1973,-0.0908,-0.0802,"Based on the provided financial indicators, Amcor Ltd. is deemed to have a good credit status. The company exhibits a strong liquidity position with a current ratio of 2.4996, indicating that it has sufficient current assets to cover its short-term liabilities. Additionally, Amcor Ltd. maintains a relatively low level of long-term debt in relation to its capital, with a debt-to-capital ratio of 0.4576, suggesting a conservative approach to financing.

The company's profitability is also noteworthy, as reflected by its gross margin of 19.555% and net profit margin of 4.7491%. These figures indicate that Amcor Ltd. effectively manages its costs and generates a reasonable profit from its operations. Moreover, its return on equity (ROE) of 11.4257% demonstrates that the company efficiently utilizes shareholders' investments to generate returns.

Amcor Ltd.'s asset turnover ratio of 1.0891 suggests that the company effectively utilizes its assets to generate revenue. This efficiency is further supported by a return on assets (ROA) of 4.6835%, indicating that the company is able to generate a reasonable return on its total assets.

Overall, Amcor Ltd. is in a favorable credit position due to its strong liquidity, conservative capital structure, profitability, and efficient utilization of assets. These factors combined contribute to the company's good credit rating. However, it is important to note that credit evaluations should also consider other qualitative factors such as industry conditions and management capabilities, which are not reflected in the provided financial indicators."
